"1 Abrupt Decay 1 Abrupt Decay 1 Badlands 4 Baleful Strix 1 Bayou 1 Bloodstained Mire 1 Blue Elemental Blast 4 Brainstorm 4 Deathrite Shaman 1 Diabolic Edict 1 Diabolic Edict 2 Fatal Push 2 Flusterstorm 4 Force of Will 1 Golgari Charm 2 Hymn to Tourach 1 Hymn to Tourach 1 Island 2 Jace, the Mind Sculptor 2 Kolaghan's Command 2 Leovold, Emissary of Trest 2 Lightning Bolt 1 Liliana, the Last Hope 1 Marsh Casualties 1 Misty Rainforest 4 Polluted Delta 4 Ponder 2 Red Elemental Blast 4 Scalding Tarn 3 Snapcaster Mage 3 Surgical Extraction 1 Swamp 1 Sylvan Library 2 Thoughtseize 1 Toxic Deluge 1 Tropical Island 3 Underground Sea 2 Volcanic Island"
"1 Arc Trail 2 Blood Moon 4 Brainstorm 4 Daze 1 Dead/Gone 4 Delver of Secrets 1 Dismember 1 Engineered Explosives 2 Flooded Strand 1 Flusterstorm 4 Force of Will 2 Gitaxian Probe 1 Grafdigger's Cage 2 Grim Lavamancer 1 Hydroblast 2 Island 1 Karakas 4 Lightning Bolt 1 Mountain 1 Pithing Needle 2 Polluted Delta 4 Ponder 2 Pyroblast 4 Scalding Tarn 2 Smash to Smithereens 1 Snapcaster Mage 2 Spell Pierce 3 Stifle 1 Surgical Extraction 3 True-Name Nemesis 1 Vendilion Clique 3 Volcanic Island 4 Wasteland 3 Young Pyromancer"
"4 Aether Vial 1 Batterskull 2 Cavern of Souls 2 Celestial Purge 1 Containment Priest 2 Council's Judgment 1 Disenchant 1 Ethersworn Canonist 1 Faerie Macabre 4 Flickerwisp 1 Gideon, Ally of Zendikar 3 Karakas 1 Mirran Crusader 1 Mirran Crusader 1 Mishra's Factory 4 Mother of Runes 1 Orzhov Pontiff 1 Palace Jailer 1 Palace Jailer 2 Path to Exile 2 Phyrexian Revoker 5 Plains 2 Recruiter of the Guard 2 Rest in Peace 4 Rishadan Port 1 Sanctum Prelate 1 Sanctum Prelate 4 Snow-Covered Plains 4 Stoneforge Mystic 1 Sword of Fire and Ice 4 Swords to Plowshares 4 Thalia, Guardian of Thraben 1 Thalia, Heretic Cathar 1 Umezawa's Jitte 4 Wasteland"
"2 Abrade 4 Ancient Tomb 4 Blood Moon 4 Chalice of the Void 3 Chandra, Torch of Defiance 4 Chrome Mox 4 City of Traitors 4 Ensnaring Bridge 3 Faerie Macabre 4 Fiery Confluence 4 Goblin Rabblemaster 1 Hazoret the Fervent 2 Karn, Scion of Urza 2 Kozilek's Return 4 Magus of the Moon 11 Mountain 1 Pia and Kiran Nalaar 1 Quicksmith Rebel 3 Scab-Clan Berserker 4 Simian Spirit Guide 2 Sorcerous Spyglass 2 Sulfur Elemental 2 Trinisphere"
"1 Abrupt Decay 1 Batterskull 1 Bayou 4 Brainstorm 1 Containment Priest 4 Daze 4 Deathrite Shaman 1 Ethersworn Canonist 4 Flooded Strand 2 Flusterstorm 4 Force of Will 1 Hooting Mandrills 1 Hydroblast 1 Jace, the Mind Sculptor 2 Leovold, Emissary of Trest 2 Meddling Mage 2 Misty Rainforest 3 Noble Hierarch 4 Polluted Delta 1 Scrubland 2 Spell Queller 4 Stoneforge Mystic 2 Surgical Extraction 1 Sword of Fire and Ice 4 Swords to Plowshares 2 Thoughtseize 2 Tropical Island 4 True-Name Nemesis 2 Tundra 1 Umezawa's Jitte 1 Underground Sea 1 Vendilion Clique 3 Wasteland 2 Zealous Persecution"
"3 Arid Mesa 1 Back to Basics 1 Back to Basics 4 Brainstorm 1 Council's Judgment 2 Counterbalance 1 Counterspell 1 Engineered Explosives 4 Flooded Strand 3 Flusterstorm 4 Force of Will 1 Gideon, Ally of Zendikar 1 Hydroblast 5 Island 3 Jace, the Mind Sculptor 2 Monastery Mentor 1 Mountain 1 Pithing Needle 2 Plains 4 Ponder 3 Portent 2 Predict 2 Pyroblast 3 Scalding Tarn 1 Search for Azcanta 3 Snapcaster Mage 1 Supreme Verdict 1 Supreme Verdict 2 Surgical Extraction 4 Swords to Plowshares 3 Terminus 2 Tundra 1 Vendilion Clique 1 Volcanic Island 1 Wear/Tear"
"1 Ad Nauseam 1 Badlands 1 Bloodstained Mire 4 Brainstorm 4 Burning Wish 3 Cabal Therapy 1 Cabal Therapy 2 Chain of Vapor 3 Chrome Mox 1 Dark Petition 4 Dark Ritual 3 Duress 3 Echoing Truth 1 Empty the Warrens 3 Empty the Warrens 4 Gitaxian Probe 1 Grapeshot 4 Infernal Tutor 1 Island 4 Lion's Eye Diamond 4 Lotus Petal 1 Past in Flames 4 Polluted Delta 4 Ponder 1 Pulverize 4 Rite of Flame 1 Scalding Tarn 1 Swamp 1 Telemin Performance 1 Tendrils of Agony 1 Underground Sea 2 Verdant Catacombs 1 Volcanic Island"
"4 Ancient Tomb 1 Anger of the Gods 4 Blood Moon 4 Burning Wish 1 By Force 4 Chalice of the Void 4 Chrome Mox 3 City of Traitors 2 Eidolon of the Great Revel 3 Emrakul, the Aeons Torn 1 Enter the Infinite 1 Faerie Macabre 1 Fire/Ice 3 Griselbrand 1 Island 1 Izzet Charm 1 Jokulhaups 1 Leyline of the Void 4 Lotus Petal 1 Misty Rainforest 1 Mizzix's Mastery 2 Mountain 3 Omniscience 1 Pyroclasm 4 Scalding Tarn 3 Show and Tell 1 Show and Tell 4 Sneak Attack 1 Sorcerous Spyglass 1 Sulfur Elemental 2 Thirst for Knowledge 1 Tormenting Voice 1 Tormenting Voice 1 Tormod's Crypt 4 Volcanic Island"
"1 Abrupt Decay 1 Badlands 4 Baleful Strix 1 Bayou 1 Bloodstained Mire 4 Brainstorm 1 Chandra, Torch of Defiance 4 Deathrite Shaman 1 Diabolic Edict 1 Diabolic Edict 1 Engineered Explosives 2 Fatal Push 2 Flusterstorm 4 Force of Will 1 Golgari Charm 1 Gurmag Angler 2 Hydroblast 3 Hymn to Tourach 1 Island 2 Jace, the Mind Sculptor 2 Kolaghan's Command 2 Leovold, Emissary of Trest 1 Lightning Bolt 1 Liliana, the Last Hope 1 Misty Rainforest 1 Pithing Needle 4 Polluted Delta 4 Ponder 2 Pyroblast 3 Scalding Tarn 3 Snapcaster Mage 2 Surgical Extraction 1 Swamp 1 Thoughtseize 1 Thoughtseize 1 Toxic Deluge 1 Tropical Island 3 Underground Sea 1 Verdant Catacombs 2 Volcanic Island"
"3 Abrupt Decay 4 Animate Dead 2 Badlands 1 Bayou 2 Bloodstained Mire 4 Chancellor of the Annex 2 Chrome Mox 4 Collective Brutality 4 Dark Ritual 1 Elesh Norn, Grand Cenobite 4 Entomb 4 Exhume 4 Faithless Looting 1 Grave Titan 3 Griselbrand 1 Iona, Shield of Emeria 4 Lotus Petal 2 Marsh Flats 2 Pithing Needle 3 Polluted Delta 4 Reanimate 1 Sire of Insanity 4 Stronghold Gambit 2 Swamp 4 Thoughtseize 1 Tidespout Tyrant 4 Unmask"
"4 Aether Vial 1 Batterskull 3 Cavern of Souls 2 Containment Priest 2 Council's Judgment 1 Ethersworn Canonist 1 Ethersworn Canonist 3 Faerie Macabre 4 Flickerwisp 1 Gideon, Ally of Zendikar 3 Karakas 1 Mirran Crusader 4 Mother of Runes 1 Orzhov Pontiff 1 Palace Jailer 1 Palace Jailer 2 Path to Exile 3 Phyrexian Revoker 4 Plains 2 Recruiter of the Guard 2 Rest in Peace 4 Rishadan Port 1 Sanctum Prelate 1 Sanctum Prelate 5 Snow-Covered Plains 4 Stoneforge Mystic 1 Sword of Fire and Ice 4 Swords to Plowshares 4 Thalia, Guardian of Thraben 1 Umezawa's Jitte 4 Wasteland"
"1 Bloodstained Mire 4 Brainstorm 3 Cabal Therapy 4 Chain Lightning 4 Daze 4 Delver of Secrets 1 Engineered Explosives 4 Force of Will 3 Gitaxian Probe 1 Gitaxian Probe 3 Grim Lavamancer 1 Island 4 Lightning Bolt 4 Misty Rainforest 1 Mountain 1 Pithing Needle 4 Ponder 2 Price of Progress 2 Pyroblast 4 Scalding Tarn 2 Smash to Smithereens 1 Snapcaster Mage 2 Spell Pierce 2 Surgical Extraction 1 True-Name Nemesis 1 Underground Sea 3 Volcanic Island 4 Wasteland 4 Young Pyromancer"
"1 Abrade 1 Ancient Grudge 4 Brainstorm 2 Cabal Therapy 4 Daze 4 Deathrite Shaman 4 Delver of Secrets 2 Diabolic Edict 1 Dismember 3 Flooded Strand 1 Flusterstorm 4 Force of Will 1 Forked Bolt 4 Gitaxian Probe 2 Gurmag Angler 4 Lightning Bolt 1 Liliana, the Last Hope 1 Marsh Casualties 3 Polluted Delta 4 Ponder 2 Red Elemental Blast 2 Scalding Tarn 2 Spell Pierce 1 Sulfur Elemental 2 Surgical Extraction 1 Tropical Island 2 True-Name Nemesis 3 Underground Sea 2 Volcanic Island 4 Wasteland 3 Young Pyromancer"
"1 Abrade 1 Abrupt Decay 1 Ancient Grudge 4 Brainstorm 3 Cabal Therapy 4 Daze 4 Deathrite Shaman 4 Delver of Secrets 1 Diabolic Edict 1 Dismember 2 Flooded Strand 1 Flusterstorm 4 Force of Will 1 Forked Bolt 4 Gitaxian Probe 2 Gurmag Angler 4 Lightning Bolt 1 Marsh Casualties 2 Misty Rainforest 1 Nihil Spellbomb 2 Polluted Delta 4 Ponder 2 Pyroblast 2 Scalding Tarn 2 Spell Pierce 2 Surgical Extraction 2 True-Name Nemesis 3 Underground Sea 2 Volcanic Island 4 Wasteland 3 Young Pyromancer"
"1 Badlands 4 Brainstorm 1 By Force 4 Cabal Therapy 2 Counterspell 2 Dead/Gone 2 Diabolic Edict 1 Dread of Night 1 Fire/Ice 4 Force of Will 4 Gitaxian Probe 1 Grafdigger's Cage 4 Gurmag Angler 1 Hydroblast 2 Inquisition of Kozilek 2 Island 1 Jace, the Mind Sculptor 2 Kolaghan's Command 4 Lightning Bolt 1 Liliana, the Last Hope 4 Polluted Delta 4 Ponder 3 Preordain 2 Pyroblast 1 Pyroclasm 4 Scalding Tarn 2 Surgical Extraction 1 Swamp 1 Toxic Deluge 2 Underground Sea 3 Volcanic Island 4 Young Pyromancer"
"1 Abrupt Decay 2 Badlands 4 Baleful Strix 1 Bayou 4 Bloodstained Mire 1 Blue Elemental Blast 4 Brainstorm 4 Deathrite Shaman 2 Diabolic Edict 1 Diabolic Edict 2 Fatal Push 2 Flusterstorm 4 Force of Will 1 Golgari Charm 1 Hydroblast 3 Hymn to Tourach 1 Island 3 Jace, the Mind Sculptor 3 Kolaghan's Command 2 Leovold, Emissary of Trest 2 Lightning Bolt 1 Liliana, the Last Hope 1 Nihil Spellbomb 4 Polluted Delta 4 Ponder 1 Pyroblast 1 Red Elemental Blast 2 Scalding Tarn 3 Snapcaster Mage 1 Spell Pierce 2 Surgical Extraction 1 Swamp 1 Toxic Deluge 1 Tropical Island 3 Underground Sea 1 Volcanic Island"
"2 Badlands 4 Baleful Strix 1 Bayou 3 Bloodstained Mire 1 Blue Elemental Blast 4 Brainstorm 1 Dead/Gone 4 Deathrite Shaman 1 Diabolic Edict 2 Fatal Push 2 Flusterstorm 4 Force of Will 1 Hydroblast 3 Hymn to Tourach 1 Island 3 Jace, the Mind Sculptor 3 Kolaghan's Command 2 Leovold, Emissary of Trest 2 Lightning Bolt 1 Liliana, the Last Hope 1 Nihil Spellbomb 4 Polluted Delta 4 Ponder 2 Pyroblast 1 Red Elemental Blast 3 Scalding Tarn 1 Search for Azcanta 4 Snapcaster Mage 2 Surgical Extraction 1 Swamp 2 Toxic Deluge 1 Tropical Island 3 Underground Sea 1 Volcanic Island"
"3 Abrupt Decay 1 Badlands 2 Bayou 4 Chalice of the Void 1 Choke 2 Containment Priest 4 Dark Confidant 1 Dark Depths 1 Dryad Arbor 1 Forest 1 Gaddock Teeg 1 Garruk Relentless 1 Golgari Charm 2 Green Sun's Zenith 4 Grove of the Burnwillows 1 Karakas 4 Knight of the Reliquary 3 Leyline of the Void 2 Life from the Loam 3 Liliana of the Veil 1 Maze of Ith 4 Mox Diamond 1 Phyrexian Revoker 3 Punishing Fire 1 Reclamation Sage 1 Savannah 1 Scavenging Ooze 1 Scrubland 2 Swords to Plowshares 2 Sylvan Library 2 Thalia, Guardian of Thraben 1 The Tabernacle at Pendrell Vale 1 Thespian's Stage 1 Toxic Deluge 1 Tranquil Thicket 4 Verdant Catacombs 4 Wasteland 1 Windswept Heath 1 Wooded Foothills"
"2 All Is Dust 4 Ancient Tomb 1 Cavern of Souls 4 Chalice of the Void 3 City of Traitors 4 Cloudpost 4 Eldrazi Temple 1 Emrakul, the Aeons Torn 1 Endbringer 2 Eye of Ugin 4 Glimmerpost 3 Grim Monolith 3 Helm of Obedience 1 Karakas 1 Karn Liberated 4 Leyline of the Void 4 Matter Reshaper 3 Mirage Mirror 4 Reality Smasher 3 Sorcerous Spyglass 1 Sorcerous Spyglass 4 Thought-Knot Seer 3 Trinisphere 1 Ugin, the Spirit Dragon 2 Ulamog, the Ceaseless Hunger 2 Urborg, Tomb of Yawgmoth 2 Vesuva 1 Walking Ballista 3 Warping Wail"
"1 Beseech the Queen 3 Bitterblossom 1 Bloodline Keeper 1 Bojuka Bog 1 Cabal Pit 1 Chains of Mephistopheles 2 Cursed Scroll 4 Dark Ritual 1 Ensnaring Bridge 1 Ensnaring Bridge 2 Hymn to Tourach 1 Ifnir Deadlands 4 Innocent Blood 4 Leyline of the Void 4 Liliana of the Veil 2 Liliana, the Last Hope 2 Lost Legacy 1 Maze of Ith 4 Mishra's Factory 2 Nether Void 1 Phyrexian Obliterator 2 Phyrexian Totem 2 Pithing Needle 4 Smallpox 9 Snow-Covered Swamp 1 Spawning Pool 1 The Tabernacle at Pendrell Vale 4 Thoughtseize 1 Toxic Deluge 4 Urborg, Tomb of Yawgmoth 4 Wasteland"
"3 Abrupt Decay 1 Bayou 1 Blazing Archon 4 Brainstorm 4 Careful Study 1 Chain of Vapor 2 Collective Brutality 4 Daze 1 Echoing Truth 1 Elesh Norn, Grand Cenobite 4 Entomb 4 Exhume 1 Flusterstorm 4 Force of Will 1 Golgari Charm 1 Grave Titan 3 Griselbrand 1 Inkwell Leviathan 1 Iona, Shield of Emeria 1 Island 1 Keranos, God of Storms 3 Lotus Petal 2 Massacre 2 Misty Rainforest 2 Pithing Needle 4 Polluted Delta 2 Ponder 4 Reanimate 2 Show and Tell 2 Show and Tell 1 Sire of Insanity 1 Swamp 1 Tidespout Tyrant 1 Tropical Island 3 Underground Sea 2 Verdant Catacombs"
"2 Abrupt Decay 1 Ad Nauseam 1 Bayou 4 Brainstorm 4 Cabal Ritual 3 Cabal Therapy 1 Cabal Therapy 2 Chain of Vapor 1 Dark Petition 4 Dark Ritual 2 Dread of Night 2 Duress 1 Empty the Warrens 2 Fatal Push 2 Flusterstorm 4 Gitaxian Probe 2 Ground Seal 2 Hurkyl's Recall 4 Infernal Tutor 1 Island 4 Lion's Eye Diamond 4 Lotus Petal 4 Misty Rainforest 1 Past in Flames 4 Polluted Delta 4 Ponder 2 Preordain 1 Swamp 1 Tendrils of Agony 1 Thoughtseize 1 Tropical Island 2 Underground Sea 1 Volcanic Island"
"1 Arid Mesa 2 Back to Basics 1 Blood Moon 4 Brainstorm 2 Containment Priest 1 Counterspell 2 Disenchant 1 Engineered Explosives 1 Engineered Explosives 4 Flooded Strand 1 Flusterstorm 2 Flusterstorm 4 Force of Will 6 Island 3 Jace, the Mind Sculptor 3 Monastery Mentor 1 Mountain 1 Path to Exile 2 Plains 4 Ponder 2 Predict 2 Preordain 1 Pyroblast 2 Pyroblast 4 Scalding Tarn 3 Snapcaster Mage 1 Snapcaster Mage 1 Supreme Verdict 1 Supreme Verdict 3 Surgical Extraction 4 Swords to Plowshares 3 Terminus 1 Tundra 1 Volcanic Island"
"2 Arid Mesa 1 Back to Basics 2 Back to Basics 4 Brainstorm 1 Containment Priest 1 Council's Judgment 1 Council's Judgment 2 Counterspell 2 Disenchant 4 Flooded Strand 3 Flusterstorm 4 Force of Will 1 Gideon, Ally of Zendikar 6 Island 3 Jace, the Mind Sculptor 2 Monastery Mentor 2 Plains 2 Polluted Delta 4 Ponder 4 Portent 4 Predict 2 Scalding Tarn 3 Snapcaster Mage 2 Surgical Extraction 4 Swords to Plowshares 4 Terminus 2 Tundra 3 Vendilion Clique"
"1 Arid Mesa 4 Brainstorm 1 Council's Judgment 1 Council's Judgment 2 Counterbalance 2 Counterspell 2 Disenchant 1 Engineered Explosives 1 Entreat the Angels 4 Flooded Strand 3 Flusterstorm 4 Force of Will 4 Island 3 Jace, the Mind Sculptor 3 Monastery Mentor 2 Plains 4 Ponder 3 Portent 2 Predict 3 Pyroblast 3 Scalding Tarn 2 Search for Azcanta 3 Snapcaster Mage 3 Surgical Extraction 4 Swords to Plowshares 4 Terminus 3 Tundra 3 Volcanic Island"
"1 Arid Mesa 2 Back to Basics 4 Brainstorm 1 Containment Priest 2 Council's Judgment 2 Counterbalance 1 Counterspell 2 Disenchant 4 Flooded Strand 3 Flusterstorm 4 Force of Will 7 Island 3 Jace, the Mind Sculptor 1 Misty Rainforest 2 Monastery Mentor 3 Plains 2 Polluted Delta 4 Ponder 3 Portent 1 Predict 1 Preordain 1 Pyroblast 1 Red Elemental Blast 1 Scalding Tarn 2 Search for Azcanta 3 Snapcaster Mage 1 Supreme Verdict 2 Surgical Extraction 4 Swords to Plowshares 4 Terminus 1 Tundra 1 Vendilion Clique 1 Volcanic Island"
"4 Aether Vial 1 Back to Basics 4 Brainstorm 2 Cavern of Souls 4 Cursecatcher 3 Daze 2 Dismember 2 Flusterstorm 4 Force of Will 1 Grafdigger's Cage 1 Harbinger of the Tides 1 Hydroblast 6 Island 2 Lord of Atlantis 4 Master of the Pearl Trident 1 Master of Waves 2 Mutavault 1 Negate 3 Phantasmal Image 2 Pithing Needle 4 Polluted Delta 2 Relic of Progenitus 3 Scalding Tarn 4 Silvergill Adept 1 Sorcerous Spyglass 4 True-Name Nemesis 1 Umezawa's Jitte 1 Vendilion Clique 2 Venser, Shaper Savant 3 Wasteland"
"2 Abrupt Decay 4 Baleful Strix 1 Bayou 4 Brainstorm 4 Deathrite Shaman 1 Diabolic Edict 1 Diabolic Edict 1 Dismember 3 Fatal Push 1 Flusterstorm 4 Force of Will 2 Hydroblast 4 Hymn to Tourach 1 Island 2 Jace, the Mind Sculptor 2 Leovold, Emissary of Trest 1 Life from the Loam 1 Liliana of the Veil 1 Liliana, the Last Hope 2 Marsh Casualties 3 Misty Rainforest 1 Null Rod 1 Pithing Needle 4 Polluted Delta 3 Ponder 1 Snapcaster Mage 1 Snapcaster Mage 3 Surgical Extraction 1 Swamp 1 Toxic Deluge 2 Tropical Island 2 True-Name Nemesis 1 Umezawa's Jitte 3 Underground Sea 3 Verdant Catacombs 3 Wasteland"
"1 Academy Ruins 1 Ancient Tomb 1 Barbarian Ring 1 Bojuka Bog 1 Chalice of the Void 1 Choke 4 Crop Rotation 1 Crucible of Worlds 1 Damping Sphere 4 Dark Depths 1 Drop of Honey 2 Engineered Explosives 4 Exploration 1 Forest 4 Gamble 4 Ghost Quarter 1 Glacial Chasm 4 Grove of the Burnwillows 3 Krosan Grip 4 Life from the Loam 2 Maze of Ith 1 Molten Vortex 4 Mox Diamond 1 Phyrexian Revoker 2 Punishing Fire 4 Sphere of Resistance 2 Taiga 1 The Tabernacle at Pendrell Vale 4 Thespian's Stage 1 Tireless Tracker 1 Tranquil Thicket 1 Tropical Island 1 Verdant Catacombs 4 Wasteland 1 Windswept Heath 1 Wooded Foothills"
"1 Abrade 1 Ancient Grudge 4 Brainstorm 2 Cabal Therapy 4 Daze 4 Deathrite Shaman 4 Delver of Secrets 2 Diabolic Edict 1 Dismember 2 Flooded Strand 1 Flusterstorm 4 Force of Will 1 Forked Bolt 4 Gitaxian Probe 2 Gurmag Angler 4 Lightning Bolt 1 Liliana, the Last Hope 1 Marsh Casualties 3 Misty Rainforest 2 Polluted Delta 4 Ponder 1 Price of Progress 2 Pyroblast 1 Scalding Tarn 2 Spell Pierce 2 Surgical Extraction 1 Tropical Island 2 True-Name Nemesis 3 Underground Sea 2 Volcanic Island 4 Wasteland 3 Young Pyromancer"
